"","pid","w1_nc_outcome","w1_nc_intrv_c","w1_nc_intrv_d","w1_nc_intrv_m","w1_nc_intrv_y","w1_nc_duration","w1_nc_dob_m","w1_nc_dob_y","w1_nc_gen","w1_nc_popgrp","w1_nc_popgrp_o","w1_nc_edschgrd","w1_nc_edter","w1_nc_prov","w1_nc_moveprov","w1_nc_lvbfprov","w1_nc_lvdurprov","w1_nc_moveres_apr","w1_nc_moveres_may","w1_nc_dwltyp","w1_nc_nopres","w1_nc_no60res","w1_nc_nou18res","w1_nc_nou7res","w1_nc_nocld","w1_nc_watsrc","w1_nc_watwsh","w1_nc_enrgelec","w1_nc_em_feb","w1_nc_emany_feb","w1_nc_ems_feb","w1_nc_emdays_feb","w1_nc_emhrs_feb","w1_nc_eminc_feb","w1_nc_eminc_feb_brac","w1_nc_em_apr","w1_nc_emany_apr","w1_nc_ems_apr","w1_nc_emreturn","w1_nc_emabs_apr","w1_nc_emabs_apr_o","w1_nc_emtyp","w1_nc_emwnt","w1_nc_noemdc","w1_nc_noemex","w1_nc_noemex_o","w1_nc_emwrk_isco_c","w1_nc_emdays_apr","w1_nc_emhrs_apr","w1_nc_empay_freq","w1_nc_emdayinc_apr","w1_nc_emwkinc_apr","w1_nc_emwkinc_apr_brac","w1_nc_em2wksinc_apr","w1_nc_em2wksinc_apr_brac","w1_nc_eminc_apr","w1_nc_eminc_apr_brac","w1_nc_emcontr","w1_nc_eminc_ters","w1_nc_emswrk_isco_c","w1_nc_embusdays_apr","w1_nc_embushrs_apr","w1_nc_emsvat","w1_nc_emsinc_apr","w1_nc_emsinc_apr_brac","w1_nc_emsnumemp_feb","w1_nc_emsnumemp_feb_2","w1_nc_emsnumemp","w1_nc_emsnumemp_2","w1_nc_emspaysal","w1_nc_emscls","w1_nc_unems","w1_nc_unemdc","w1_nc_unemwrk_isco_c","w1_nc_uneminc_uif","w1_nc_hhincchld","w1_nc_incchld","w1_nc_hhincgovpen","w1_nc_incgovpen","w1_nc_incgov","w1_nc_incgovtyp1","w1_nc_incgovtyp2","w1_nc_incgovtyp3","w1_nc_incgovtyp_o","w1_nc_hhincsrc1","w1_nc_hhincsrc2","w1_nc_hhincsrc3","w1_nc_hhincsrc_o","w1_nc_hhincdec1","w1_nc_hhincdec2","w1_nc_hhincdec3","w1_nc_hhincdec_o","w1_nc_hhinc","w1_nc_hhincchng","w1_nc_hhfdyn","w1_nc_fdayn","w1_nc_fdaskp","w1_nc_fdcyn","w1_nc_fdcskp","w1_nc_chldcr","w1_nc_chldcr_v","w1_nc_hhcsch","w1_nc_edcbook","w1_nc_edctv","w1_nc_edcrad","w1_nc_edccon","w1_nc_suppgov","w1_nc_suppngo","w1_nc_suppcom","w1_nc_cvrsk","w1_nc_cvhhtest","w1_nc_cvtest","w1_nc_cvrslt","w1_nc_cvsypt1","w1_nc_cvsypt2","w1_nc_cvsypt3","w1_nc_cvsypt4","w1_nc_cvsypt5","w1_nc_cvsypt6","w1_nc_cvsypt7","w1_nc_cvsypt8","w1_nc_cvsypt_o","w1_nc_cvavd","w1_nc_cvbeh","w1_nc_cvbehtyp1","w1_nc_cvbehtyp2","w1_nc_cvbehtyp3","w1_nc_cvbehtyp4","w1_nc_cvbehtyp5","w1_nc_cvbehtyp6","w1_nc_cvbehtyp7","w1_nc_cvbehtyp_o","w1_nc_cvinfo1","w1_nc_cvinfo2","w1_nc_cvinfo3","w1_nc_cvinfo4","w1_nc_cvinfo5","w1_nc_cvinfo6","w1_nc_cvinfo7","w1_nc_cvinfo_o","w1_nc_hlcur","w1_nc_hl4y","w1_nc_hl4br","w1_nc_hl4syp","w1_nc_hl4vis","w1_nc_hlcon","w1_nc_hlcontyp","w1_nc_hlcontyp_o","w1_nc_hlnocon1","w1_nc_hlnocon2","w1_nc_hlnocon3","w1_nc_hlnocon_o","w1_nc_hlmed","w1_nc_hlmedtyp","w1_nc_hlmedtyp_o","w1_nc_hlser","w1_nc_hlmedaid","w1_nc_intres","w1_nc_intlng1","w1_nc_intlng2","w1_nc_intlng3","w1_nc_intlng4","w1_nc_intlng5","w1_nc_intlng6","w1_nc_intlng7","w1_nc_intlng8","w1_nc_intlng9","w1_nc_intlng10","w1_nc_intlng11"
"23",301183,1,606,8,6,2020,18.52,6,1966,2,1,"",12,2,7,2,NA,NA,2,2,1,4,2,0,NA,4,1,1,1,1,NA,NA,5,8,4500,NA,2,2,3,1,1,"",1,NA,NA,NA,"",9,0,0,4,NA,NA,NA,NA,NA,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",1,3,NA,"",7,NA,NA,"",-9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,7,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",301191,1,616,10,6,2020,26.47,3,1988,1,1,"",11,2,7,2,NA,NA,2,2,1,7,0,2,1,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,1,1,"",3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,2,0,NA,1,1,1,NA,NA,4,NA,NA,NA,NA,2,NA,0,NA,2,NA,NA,NA,"",2,NA,NA,"",7,NA,NA,"",-9,1,1,1,2,1,2,1,4,2,2,1,2,2,1,2,2,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,4,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",301193,1,646,25,6,2020,21.92,2,1970,2,1,"",11,2,7,2,NA,NA,2,2,1,6,0,3,0,3,1,1,1,2,1,NA,7,6,2500,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,2,0,NA,0,NA,2,NA,NA,NA,"",2,NA,NA,"",2,NA,NA,"",800,1,2,2,NA,2,NA,2,NA,0,2,2,2,2,2,2,1,-9,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",1,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",301199,1,616,17,6,2020,18.17,2,1981,1,1,"",11,2,7,2,NA,NA,2,2,1,6,1,2,1,3,1,1,1,2,2,1,2,6,500,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,NA,1,NA,2,NA,NA,NA,"",3,NA,NA,"",-9,NA,NA,"",-9,-9,1,1,3,1,3,1,4,1,1,1,1,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,7,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",301204,1,603,10,6,2020,19.77,2,1979,1,1,"",11,2,8,2,NA,NA,1,1,1,1,0,NA,NA,4,1,1,1,1,NA,NA,4,12,-9,4,1,NA,NA,NA,NA,"",2,NA,NA,NA,"",3,4,12,4,NA,NA,NA,NA,NA,8000,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",9500,1,1,2,NA,-9,NA,-9,NA,0,-9,-9,-9,-9,2,2,2,2,1,2,NA,2,9,NA,NA,NA,NA,NA,NA,"",1,1,7,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",301208,1,603,18,5,2020,20.53,8,1985,2,1,"",12,2,9,2,NA,NA,2,2,2,5,0,3,1,3,2,2,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,9,2,3,NA,0,NA,2,NA,NA,NA,"",3,NA,NA,"",3,NA,NA,"",1800,1,2,2,NA,2,NA,2,NA,2,2,1,1,2,2,2,2,2,2,NA,NA,2,7,NA,NA,NA,NA,NA,NA,"",1,1,1,7,NA,NA,NA,NA,NA,"",2,8,NA,NA,NA,NA,NA,"Phone",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",301209,1,616,13,5,2020,21.72,4,1977,2,1,"",12,2,8,2,NA,NA,2,2,1,4,0,2,1,3,1,1,1,1,NA,NA,5,1,450,NA,2,2,1,NA,NA,"",3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-9,NA,2,0,NA,1,0,1,NA,NA,1,NA,NA,NA,NA,2,NA,0,NA,2,NA,NA,NA,"",3,4,NA,"",2,NA,NA,"",840,1,1,2,NA,2,NA,2,NA,2,1,1,1,2,2,2,2,2,1,1,2,4,5,NA,NA,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",301215,1,627,15,6,2020,17.15,4,1972,2,1,"",12,1,8,2,NA,NA,2,2,1,6,0,2,2,3,1,1,1,1,NA,NA,5,7,-9,4,2,2,3,1,1,"",1,NA,NA,NA,"",2,-7,NA,4,NA,NA,NA,NA,NA,-9,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",-9,2,2,2,NA,2,NA,1,2,2,2,1,1,2,2,2,2,-9,1,1,2,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,4,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",3,2,2,2,1,1,2,"",NA,NA,NA,"",1,2,"",1,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",301227,1,609,22,5,2020,16.23,8,1956,2,1,"",7,NA,4,2,NA,NA,2,2,1,6,1,4,1,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",4200,2,1,2,NA,2,NA,1,4,3,1,1,1,1,2,2,2,-9,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",2,1,7,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",301236,1,609,22,5,2020,19.88,1,1964,2,1,"",8,NA,7,2,NA,NA,2,2,3,6,0,1,0,3,1,1,1,1,NA,NA,3,4,1900,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,"",9,2,9,4,NA,NA,NA,NA,NA,600,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,4,NA,"",1,NA,NA,"",600,2,1,2,NA,2,NA,2,NA,0,2,2,2,2,2,2,2,-9,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",2,1,1,4,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",301237,1,616,25,6,2020,10,3,1934,2,1,"",19,NA,7,2,NA,NA,2,2,1,4,2,0,NA,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",4200,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,-9,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,7,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",301241,1,630,4,6,2020,22.85,11,1988,2,1,"",11,2,7,2,NA,NA,2,1,3,7,2,2,1,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,3,NA,0,NA,2,NA,NA,NA,"",2,3,NA,"",2,NA,NA,"",2100,2,2,1,3,1,2,1,4,2,1,1,1,2,2,2,2,2,1,1,2,1,2,4,NA,NA,NA,NA,NA,"",1,1,1,4,9,NA,NA,NA,NA,"",2,3,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",301252,1,616,15,5,2020,24.22,5,1976,2,1,"",12,2,7,2,NA,NA,2,2,1,3,0,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,2,3,NA,0,NA,2,NA,NA,NA,"",4,NA,NA,"",4,NA,NA,"",-9,1,1,2,NA,2,NA,1,4,1,1,1,2,2,2,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,2,3,4,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",1,2,"",2,2,2,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",301253,1,637,16,6,2020,14.32,99,9999,2,1,"",19,NA,7,2,NA,NA,2,2,1,4,1,1,1,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",3000,1,1,2,NA,2,NA,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,1,2,10,NA,NA,NA,NA,NA,"",1,1,1,4,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",2,2,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",301260,1,616,2,6,2020,16.9,5,1974,1,1,"",3,NA,7,2,NA,NA,1,1,3,1,0,NA,NA,3,2,1,1,2,1,NA,2,7,400,NA,1,NA,NA,NA,NA,"",2,NA,NA,NA,"",7,5,7,1,1000,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",500,1,1,1,5,-9,NA,-9,NA,0,-9,-9,-9,-9,2,2,2,-9,2,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,"",2,1,8,NA,NA,NA,NA,NA,NA,"Don'T Share Food Or Drinks Anymore",2,NA,NA,NA,NA,NA,NA,"",2,2,2,2,1,1,2,"",NA,NA,NA,"",1,2,"",1,2,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",301261,1,636,25,5,2020,17.12,1,1959,1,1,"",11,2,7,2,NA,NA,2,2,1,1,1,NA,NA,4,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,2,NA,NA,"",3,NA,NA,"",7,NA,NA,"",1780,2,2,2,NA,2,NA,2,NA,0,2,2,2,2,2,2,2,2,2,NA,NA,2,7,9,NA,NA,NA,NA,NA,"",1,1,1,2,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",3,1,2,2,1,1,2,"",NA,NA,NA,"",1,2,"",1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",301265,1,611,4,6,2020,20.48,5,1984,2,1,"",10,1,7,2,NA,NA,2,2,3,3,0,0,NA,4,1,1,2,1,NA,NA,3,12,3000,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,0,NA,0,NA,2,NA,NA,NA,"",1,3,NA,"",1,NA,NA,"",400,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,"",1,1,2,4,NA,NA,NA,NA,NA,"",5,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",301268,1,609,22,6,2020,10.85,11,1990,1,1,"",12,2,7,2,NA,NA,2,2,1,1,0,NA,NA,3,1,1,1,1,NA,NA,5,8,5500,NA,2,2,2,NA,NA,"",1,NA,NA,NA,"",5,-7,NA,4,NA,NA,NA,NA,NA,5500,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",5500,2,2,1,2,2,NA,2,NA,0,2,2,2,2,2,2,2,1,1,2,NA,2,10,NA,NA,NA,NA,NA,NA,"",1,1,2,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",301270,1,609,8,6,2020,16.52,7,1987,2,1,"",12,2,7,2,NA,NA,2,2,3,5,0,3,1,3,2,1,2,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,3,NA,0,NA,2,NA,NA,NA,"",1,3,NA,"",1,NA,NA,"",5100,2,2,2,NA,2,NA,2,NA,2,2,1,2,2,1,2,2,2,1,1,2,1,4,5,NA,NA,NA,NA,NA,"",1,1,1,10,NA,NA,NA,NA,NA,"",2,3,NA,NA,NA,NA,NA,"",5,1,2,2,2,2,NA,"",6,NA,NA,"",1,2,"",2,2,2,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",301278,1,634,12,6,2020,23.85,6,1983,2,1,"",12,1,7,2,NA,NA,2,2,1,7,1,4,0,3,2,1,2,1,NA,NA,7,12,4600,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",2,7,12,4,NA,NA,NA,NA,NA,4600,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",4600,2,2,2,NA,2,NA,2,NA,1,1,2,2,2,2,2,2,1,1,1,2,2,6,NA,NA,NA,NA,NA,NA,"",1,1,2,5,8,NA,NA,NA,NA,"Using Lot Of Water,",3,4,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA
"43",301286,1,609,2,6,2020,14.15,8,1984,2,1,"",11,2,7,2,NA,NA,2,2,1,5,0,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,2,NA,NA,NA,"",3,4,NA,"",4,NA,NA,"",2500,2,1,2,NA,2,NA,2,NA,2,1,1,1,1,2,2,2,-9,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"Experience Weakness",1,1,7,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,2,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",301290,1,603,20,6,2020,15.28,4,1971,1,1,"",11,2,7,2,NA,NA,2,2,3,4,0,2,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,3,NA,NA,"",4,NA,NA,"",7,NA,NA,"",1800,1,1,2,NA,2,NA,1,4,2,1,1,1,1,2,2,2,2,1,1,2,1,2,9,NA,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",5,1,1,2,1,1,3,"",NA,NA,NA,"",2,NA,"",2,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",301293,1,655,23,6,2020,20.9,12,1975,2,1,"",12,1,7,2,NA,NA,2,2,1,1,0,NA,NA,4,1,1,1,1,NA,NA,5,8,4000,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",5,5,8,4,NA,NA,NA,NA,NA,4200,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",7,NA,NA,"",4100,2,2,2,NA,2,NA,2,NA,0,-9,-9,-9,-9,2,2,2,-9,2,NA,NA,1,2,5,7,NA,NA,NA,NA,"",1,1,1,2,4,NA,NA,NA,NA,"",8,NA,NA,NA,NA,NA,NA,"Work Place",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",301296,1,613,14,5,2020,30.22,4,1981,2,1,"",11,1,7,2,NA,NA,2,2,1,1,0,NA,NA,1,1,1,1,2,1,NA,5,6,3500,NA,1,NA,NA,NA,NA,"",1,NA,NA,NA,"",2,5,8,4,NA,NA,NA,NA,NA,7200,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,NA,NA,"",1,NA,NA,"",-8,NA,NA,"",1,2,2,2,NA,2,NA,2,NA,0,2,1,2,2,2,2,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,"",2,1,1,4,8,NA,NA,NA,NA,"Staying In A Disinfectant Area",2,5,NA,NA,NA,NA,NA,"",4,1,1,2,1,1,2,"",NA,NA,NA,"",2,NA,"",1,2,3,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",301309,1,627,15,6,2020,19.22,11,1979,1,1,"",5,NA,8,2,NA,NA,2,1,1,3,1,1,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,2,1,NA,1,NA,2,NA,NA,NA,"",1,NA,NA,"",1,NA,NA,"",2600,1,1,2,NA,2,NA,1,2,1,2,1,1,1,2,2,1,-9,1,1,2,1,8,NA,NA,NA,NA,NA,NA,"Feeling Cold",1,1,1,4,7,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",301313,1,609,25,6,2020,11.62,5,1972,2,1,"",12,2,7,2,NA,NA,2,2,1,3,0,2,0,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,5,7,"Housewife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,6,NA,NA,"",3,NA,NA,"",7,NA,NA,"",8600,2,2,2,NA,2,NA,2,NA,2,2,1,1,2,2,2,2,-9,-9,NA,NA,1,2,NA,NA,NA,NA,NA,NA,"",1,1,8,NA,NA,NA,NA,NA,NA,"I Bought A Flu Pack And We Steam On A Regular Basis",1,NA,NA,NA,NA,NA,NA,"",3,2,2,2,2,NA,NA,"",NA,NA,NA,"",2,NA,"",2,2,3,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",301324,1,616,6,6,2020,18.33,3,1963,2,1,"",7,NA,7,2,NA,NA,2,2,1,8,0,5,4,3,1,1,1,2,2,3,NA,NA,NA,NA,2,2,3,2,NA,"",NA,2,4,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,NA,2,NA,NA,NA,"",3,NA,NA,"",7,NA,NA,"",-9,-9,1,2,NA,2,NA,2,NA,1,1,1,1,1,2,2,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,"",1,1,1,2,4,9,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,"",4,2,2,2,1,1,3,"",NA,NA,NA,"",1,2,"",1,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
